job_id,job_title,company,location,posted_date,role_category,salary_usd,description
535,Big Data Engineer,Hilltop Ventures,"New York, NY",2025-09-03,Data Engineer,202000,"Hilltop Ventures seeks an experienced Big Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, Spark, Redshift, Hadoop, and SQL to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
1045,Big Data Engineer,Orbit Financial Services,Remote,2025-09-03,Data Engineer,126500,"Orbit Financial Services is hiring a Big Data Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using SQL, Python, Docker, Data warehousing, Spark, and dbt. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1426,Business Data Analyst,Bluepeak Technologies,Remote,2025-09-03,Data Analyst,84500,"As a Business Data Analyst at Bluepeak Technologies, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Git, Excel, Data warehousing, Looker, Power BI, A/B testing, and SQL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
1527,Cloud Data Engineer,Junction Mobility,"Bengaluru, India",2025-09-03,Data Engineer,37000,"Junction Mobility seeks an experienced Cloud Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Hadoop, Docker, dbt, ETL, Redshift, and Data warehousing to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1822,Software Development Engineer,Summit Cloud Solutions,"London, UK",2025-09-03,Software Engineer,97000,"As a Software Development Engineer at Summit Cloud Solutions, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Java, AWS, Linux, MongoDB, Agile, Git, and Docker. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
17,Software Engineer,Lattice Biotech,"Delhi, India",2025-09-04,Software Engineer,43500,"As a Software Engineer at Lattice Biotech, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: JavaScript, Git, PostgreSQL, SQL, Kubernetes, and REST API. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1180,AI Engineer,Pathfinder Travel Tech,"Toronto, Canada",2025-09-04,ML Engineer,138500,"Pathfinder Travel Tech is hiring a AI Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Python, Scikit-learn, Azure, Deep Learning, Kubernetes, and Git. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1418,ETL Developer,Tundra Telecom,"Chicago, IL",2025-09-04,Data Engineer,153500,"Join Tundra Telecom as a ETL Developer! You'll be responsible for building and maintaining systems that rely on BigQuery, Azure, Airflow, and Kafka. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
294,Software Development Engineer,Pixel & Co,"London, UK",2025-09-05,Software Engineer,136000,"Join Pixel & Co as a Software Development Engineer! You'll be responsible for building and maintaining systems that rely on Docker, Java, MongoDB, and AWS. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
484,ML Ops Engineer,Orbit Financial Services,"Hyderabad, India",2025-09-05,ML Engineer,58500,"We are looking for a ML Ops Engineer to join our growing team at Orbit Financial Services. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Docker, PyTorch, Spark, TensorFlow, Machine Learning, Python, and Deep Learning. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1034,Machine Learning Engineer,Harbor Robotics,"Mumbai, India",2025-09-05,ML Engineer,48500,"Harbor Robotics seeks an experienced Machine Learning Engineer to support our expanding analytics function. Day-to-day responsibilities include working with TensorFlow, Python, Spark, and PyTorch to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1081,Full Stack Developer,Redwood Bank,"Atlanta, GA",2025-09-05,Software Engineer,109500,"As a Full Stack Developer at Redwood Bank, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: JavaScript, Docker, Python, Java, SQL, and Git. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
1137,ML Ops Engineer,Redwood Bank,"Chicago, IL",2025-09-05,ML Engineer,146000,"Redwood Bank seeks an experienced ML Ops Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, PyTorch, Git, Machine Learning, Deep Learning, Python, and TensorFlow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1908,Senior Data Engineer,Rustic Agritech,"Bengaluru, India",2025-09-05,Data Engineer,57500,"We are looking for a Senior Data Engineer to join our growing team at Rustic Agritech. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with BigQuery, ETL, Kafka, Python, Airflow, and Spark. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
534,ETL Developer,Willow Health Systems,"Berlin, Germany",2025-09-06,Data Engineer,98500,"Willow Health Systems is hiring a ETL Developer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using NoSQL, SQL, ETL, Snowflake, AWS, Python, and BigQuery. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
619,Research Data Scientist,Coral Reef Gaming,"Toronto, Canada",2025-09-06,Data Scientist,132000,"Join Coral Reef Gaming as a Research Data Scientist! You'll be responsible for building and maintaining systems that rely on NLP, Statistics, Machine Learning, SQL, A/B testing, PyTorch, and R. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
745,Data Scientist,Opaline Cosmetics Analytics,"Atlanta, GA",2025-09-06,Data Scientist,101500,"Opaline Cosmetics Analytics seeks an experienced Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Statistics, NLP, A/B testing, Computer Vision, and Deep Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
1280,Reporting Analyst,Prism Media Analytics,"Boston, MA",2025-09-06,Data Analyst,108500,"As a Reporting Analyst at Prism Media Analytics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, Power BI, ETL, Data warehousing, Excel, SQL, and R. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
